,Date,count_0,count_1,count_2,status
775,2019-02-23,2,3,28,
776,2019-02-24,2,5,19,
777,2019-02-25,2,3,6,1.0
778,2019-02-26,0,5,7,1.0
779,2019-02-27,3,11,15,0.0
780,2019-02-28,6,12,10,
781,2019-03-01,0,6,1,
782,2019-03-02,2,2,4,
783,2019-03-03,2,2,8,
784,2019-03-04,1,3,7,0.0
785,2019-03-05,11,15,94,0.0
786,2019-03-06,3,7,35,1.0
787,2019-03-07,3,6,18,0.0
788,2019-03-08,8,15,40,0.0
789,2019-03-09,2,8,25,
790,2019-03-10,2,16,19,
791,2019-03-11,3,14,16,1.0
792,2019-03-12,4,14,13,1.0
793,2019-03-13,3,12,37,1.0
794,2019-03-14,2,9,30,0.0
795,2019-03-15,1,8,22,1.0
796,2019-03-16,1,3,10,
797,2019-03-17,2,5,14,
798,2019-03-18,9,10,6,1.0
799,2019-03-19,11,18,32,0.0
800,2019-03-20,3,7,6,1.0
801,2019-03-21,5,12,11,1.0
802,2019-03-22,3,17,21,1.0
803,2019-03-23,10,11,21,
804,2019-03-24,0,2,8,
805,2019-03-25,2,2,8,0.0
806,2019-03-26,0,7,15,1.0
807,2019-03-27,3,11,14,0.0
808,2019-03-28,1,3,10,0.0
809,2019-03-29,2,0,3,1.0
810,2019-03-30,0,1,8,
811,2019-03-31,0,2,0,
812,2019-04-01,0,4,7,1.0
813,2019-04-02,3,2,5,1.0
814,2019-04-03,1,1,10,1.0
815,2019-04-04,0,2,2,
816,2019-04-05,1,3,8,
817,2019-04-06,0,1,6,
818,2019-04-07,1,3,11,
819,2019-04-08,2,5,17,1.0
820,2019-04-09,2,5,16,1.0
821,2019-04-10,4,11,30,1.0
822,2019-04-11,4,6,24,0.0
823,2019-04-12,4,7,3,0.0
824,2019-04-13,2,3,1,
825,2019-04-14,0,3,3,
826,2019-04-15,2,2,30,1.0
827,2019-04-16,0,9,11,1.0
828,2019-04-17,1,5,7,1.0
829,2019-04-18,2,6,4,0.0
830,2019-04-19,1,3,10,1.0
831,2019-04-20,1,4,25,
832,2019-04-21,0,2,4,
833,2019-04-22,0,5,8,1.0
834,2019-04-23,0,3,9,1.0
835,2019-04-24,3,0,1,1.0
836,2019-04-25,1,3,8,1.0
837,2019-04-26,6,6,11,0.0
838,2019-04-27,0,3,3,
839,2019-04-28,0,0,3,
840,2019-04-29,1,0,0,0.0
841,2019-04-30,1,3,8,1.0
842,2019-05-01,1,4,16,
843,2019-05-02,2,6,13,1.0
844,2019-05-03,0,5,0,1.0
845,2019-05-04,3,2,7,
846,2019-05-05,1,3,5,
847,2019-05-06,2,7,7,0.0
848,2019-05-07,0,5,10,1.0
849,2019-05-08,2,3,2,0.0
850,2019-05-09,2,2,12,0.0
851,2019-05-10,3,7,10,0.0
852,2019-05-11,9,6,21,
853,2019-05-12,2,5,27,
854,2019-05-13,1,2,7,0.0
855,2019-05-14,3,2,15,0.0
856,2019-05-15,3,0,8,1.0
857,2019-05-16,3,4,9,0.0
858,2019-05-17,2,4,19,0.0
859,2019-05-18,2,1,2,
860,2019-05-19,1,7,27,
861,2019-05-20,0,1,25,1.0
862,2019-05-21,0,2,12,1.0
863,2019-05-22,0,4,16,0.0
864,2019-05-23,3,2,21,0.0
865,2019-05-24,1,4,13,1.0
866,2019-05-25,0,4,2,
867,2019-05-26,0,1,2,
868,2019-05-27,1,5,2,1.0
869,2019-05-28,2,11,28,0.0
870,2019-05-29,11,21,46,0.0
871,2019-05-30,4,13,37,1.0
872,2019-05-31,4,4,21,1.0
873,2019-06-01,0,2,0,
874,2019-06-02,1,0,4,
875,2019-06-03,2,3,6,1.0
876,2019-06-04,5,11,17,0.0
877,2019-06-05,3,4,17,1.0
878,2019-06-06,1,0,2,0.0
879,2019-06-07,1,0,2,
880,2019-06-08,0,1,0,
881,2019-06-09,2,3,2,
882,2019-06-10,3,4,9,1.0
883,2019-06-11,0,4,4,1.0
884,2019-06-12,1,9,6,1.0
885,2019-06-13,2,3,0,0.0
886,2019-06-14,1,1,7,0.0
887,2019-06-15,3,1,6,
888,2019-06-16,2,2,3,
889,2019-06-17,1,8,21,1.0
890,2019-06-18,0,2,7,1.0
891,2019-06-19,1,2,13,1.0
892,2019-06-20,1,0,9,1.0
893,2019-06-21,2,4,4,1.0
894,2019-06-22,3,6,16,
895,2019-06-23,4,5,12,
896,2019-06-24,1,7,17,0.0
897,2019-06-25,7,8,24,0.0
898,2019-06-26,5,6,25,0.0
899,2019-06-27,1,5,3,1.0
900,2019-06-28,0,5,16,0.0
901,2019-06-29,1,2,7,
902,2019-06-30,4,11,40,
903,2019-07-01,0,1,9,1.0
904,2019-07-02,1,3,9,0.0
905,2019-07-03,1,7,19,0.0
906,2019-07-04,1,5,10,1.0
907,2019-07-05,3,1,2,1.0
908,2019-07-06,1,2,2,
909,2019-07-07,0,1,1,
910,2019-07-08,0,0,3,0.0
911,2019-07-09,2,8,7,0.0
912,2019-07-10,4,12,20,1.0
913,2019-07-11,3,8,22,1.0
914,2019-07-12,4,8,27,0.0
915,2019-07-13,2,2,2,
916,2019-07-14,1,3,20,
917,2019-07-15,2,3,12,1.0
918,2019-07-16,0,2,15,1.0
919,2019-07-17,1,2,6,0.0
920,2019-07-18,0,4,6,0.0
921,2019-07-19,1,0,3,1.0
922,2019-07-20,1,0,1,
923,2019-07-21,2,2,5,
924,2019-07-22,1,2,8,1.0
925,2019-07-23,2,4,12,1.0
926,2019-07-24,1,1,4,0.0
927,2019-07-25,0,1,11,1.0
928,2019-07-26,1,1,9,0.0
929,2019-07-27,0,1,5,
930,2019-07-28,0,0,1,
931,2019-07-29,1,0,2,0.0
932,2019-07-30,4,11,16,0.0
933,2019-07-31,4,12,10,0.0
934,2019-08-01,2,4,2,0.0
935,2019-08-02,1,1,3,0.0
936,2019-08-03,1,1,3,
937,2019-08-04,1,2,5,
938,2019-08-05,1,1,10,0.0
939,2019-08-06,1,1,2,0.0
940,2019-08-07,2,2,6,0.0
941,2019-08-08,2,6,6,1.0
942,2019-08-09,0,1,7,
943,2019-08-10,4,2,8,
944,2019-08-11,0,3,0,
945,2019-08-12,3,2,3,0.0
946,2019-08-13,1,6,22,0.0
947,2019-08-14,7,16,24,1.0
948,2019-08-15,13,9,29,0.0
949,2019-08-16,0,6,13,1.0
950,2019-08-17,2,7,13,
951,2019-08-18,6,4,12,
952,2019-08-19,3,5,6,1.0
953,2019-08-20,1,3,10,1.0
954,2019-08-21,4,6,13,1.0
955,2019-08-22,0,1,20,1.0
956,2019-08-23,0,5,9,1.0
957,2019-08-24,2,4,3,
958,2019-08-25,1,2,4,
959,2019-08-26,0,1,5,0.0
960,2019-08-27,0,4,5,1.0
961,2019-08-28,4,6,18,1.0
962,2019-08-29,0,6,13,1.0
963,2019-08-30,1,3,15,1.0
964,2019-08-31,0,0,4,
965,2019-09-01,0,0,5,
966,2019-09-02,1,2,6,1.0
967,2019-09-03,0,1,18,0.0
968,2019-09-04,6,14,17,1.0
969,2019-09-05,6,8,33,1.0
970,2019-09-06,3,3,33,1.0
971,2019-09-07,4,1,10,
972,2019-09-08,0,5,7,
973,2019-09-09,3,5,33,
974,2019-09-10,3,9,91,0.0
975,2019-09-11,3,6,37,1.0
976,2019-09-12,2,0,5,1.0
977,2019-09-14,0,2,3,
978,2019-09-15,1,10,10,
979,2019-09-16,1,4,15,1.0
980,2019-09-17,5,12,18,0.0
981,2019-09-18,0,3,13,1.0
982,2019-09-19,3,6,17,0.0
983,2019-09-20,0,3,9,1.0
984,2019-09-21,0,3,13,
985,2019-09-22,0,0,7,
986,2019-09-23,0,4,4,0.0
987,2019-09-24,7,4,11,0.0
988,2019-09-25,0,5,8,0.0
989,2019-09-26,2,3,9,0.0
990,2019-09-27,1,4,31,0.0
991,2019-09-28,5,3,38,
992,2019-09-29,0,2,17,
993,2019-09-30,5,4,47,
994,2019-10-01,2,8,20,1.0
995,2019-10-02,4,4,13,0.0
996,2019-10-03,4,8,12,0.0
997,2019-10-04,1,2,5,1.0
998,2019-10-05,3,1,8,
999,2019-10-06,0,0,4,
1000,2019-10-07,0,1,17,1.0
1001,2019-10-08,0,1,2,1.0
1002,2019-10-09,0,5,6,0.0
1003,2019-10-10,0,1,1,
1004,2019-10-11,1,1,0,
1005,2019-10-12,0,0,3,
1006,2019-10-13,1,3,1,
1007,2019-10-14,1,2,10,1.0
1008,2019-10-15,0,3,8,1.0
1009,2019-10-16,1,1,3,1.0
1010,2019-10-17,0,3,4,1.0
1011,2019-10-18,2,2,13,0.0
1012,2019-10-19,0,0,8,
1013,2019-10-20,0,2,7,
1014,2019-10-21,1,0,14,1.0
1015,2019-10-22,2,3,10,1.0
1016,2019-10-23,2,3,3,0.0
1017,2019-10-24,15,21,8,1.0
1018,2019-10-25,3,7,11,0.0
1019,2019-10-26,3,12,17,
1020,2019-10-27,4,11,14,
1021,2019-10-28,4,16,37,1.0
1022,2019-10-29,3,13,28,1.0
1023,2019-10-30,6,19,71,1.0
1024,2019-10-31,5,20,32,0.0
1025,2019-11-01,7,14,25,1.0
1026,2019-11-02,0,4,4,
1027,2019-11-03,2,2,4,
1028,2019-11-04,3,7,5,1.0
1029,2019-11-05,7,5,11,1.0
1030,2019-11-06,3,11,15,1.0
1031,2019-11-07,0,8,16,0.0
1032,2019-11-08,0,6,4,0.0
1033,2019-11-09,0,0,7,
1034,2019-11-10,0,1,2,
1035,2019-11-11,0,2,1,0.0
1036,2019-11-12,0,0,6,1.0
1037,2019-11-13,1,5,15,0.0
1038,2019-11-14,7,8,36,0.0
1039,2019-11-15,3,8,14,1.0
1040,2019-11-16,2,4,21,
1041,2019-11-17,1,10,8,
1042,2019-11-18,2,6,26,1.0
1043,2019-11-19,7,12,41,1.0
1044,2019-11-20,3,7,39,0.0
1045,2019-11-21,12,23,37,0.0
1046,2019-11-22,8,10,25,1.0
1047,2019-11-23,3,3,4,
1048,2019-11-24,3,3,19,
1049,2019-11-25,5,9,17,0.0
1050,2019-11-26,3,4,27,1.0
1051,2019-11-27,4,5,23,1.0
1052,2019-11-28,2,14,38,0.0
1053,2019-11-29,3,10,20,0.0
1054,2019-11-30,1,6,16,
1055,2019-12-01,5,10,26,
1056,2019-12-02,1,2,25,1.0
1057,2019-12-03,2,9,15,1.0
1058,2019-12-04,8,8,57,0.0
1059,2019-12-05,4,10,51,1.0
1060,2019-12-06,3,2,21,1.0
1061,2019-12-07,1,2,29,
1062,2019-12-08,1,8,26,
1063,2019-12-09,3,7,44,1.0
1064,2019-12-10,1,1,38,0.0
1065,2019-12-11,4,1,27,1.0
1066,2019-12-12,1,4,13,1.0
1067,2019-12-13,2,5,26,1.0
1068,2019-12-14,0,1,6,
1069,2019-12-15,1,2,13,
1070,2019-12-16,2,4,20,1.0
1071,2019-12-17,0,6,14,1.0
1072,2019-12-18,3,4,21,1.0
1073,2019-12-19,2,4,17,0.0
1074,2019-12-20,0,2,12,0.0
1075,2019-12-21,2,4,20,
1076,2019-12-22,0,1,3,
1077,2019-12-23,3,0,5,1.0
1078,2019-12-24,1,3,9,0.0
1079,2019-12-25,0,4,14,1.0
1080,2019-12-26,2,8,17,0.0
1081,2019-12-27,1,9,24,1.0
1082,2019-12-28,0,3,21,
1083,2019-12-29,2,11,32,
1084,2019-12-30,0,6,50,0.0
1085,2019-12-31,3,8,34,0.0
1086,2020-01-01,0,4,8,
1087,2020-01-02,8,17,19,1.0
1088,2020-01-03,5,6,26,1.0
1089,2020-01-04,2,2,16,
1090,2020-01-05,2,11,4,
1091,2020-01-06,2,7,27,0.0
1092,2020-01-07,10,13,27,0.0
1093,2020-01-08,2,10,19,0.0
1094,2020-01-09,5,8,31,1.0
1095,2020-01-10,1,2,22,1.0
1096,2020-01-11,1,5,8,
1097,2020-01-12,3,2,17,
1098,2020-01-13,5,10,21,1.0
1099,2020-01-14,2,8,19,1.0
1100,2020-01-15,7,25,35,0.0
1101,2020-01-16,8,13,24,0.0
1102,2020-01-17,5,4,13,1.0
1103,2020-01-18,1,3,11,
1104,2020-01-19,0,1,4,
1105,2020-01-20,4,3,15,1.0
1106,2020-01-21,1,9,27,
1107,2020-01-22,2,4,8,
1108,2020-01-23,0,2,1,
1109,2020-01-24,1,3,3,
1110,2020-01-25,1,2,2,
1111,2020-01-26,0,1,8,
1112,2020-01-27,1,2,3,
1113,2020-01-28,1,4,6,
1114,2020-01-29,0,3,2,
1115,2020-01-30,3,13,6,0.0
1116,2020-01-31,2,12,37,1.0
1117,2020-02-01,2,5,9,
1118,2020-02-02,1,4,7,
1119,2020-02-03,19,20,34,0.0
1120,2020-02-04,4,14,15,1.0
1121,2020-02-05,0,5,5,1.0
1122,2020-02-06,0,5,13,1.0
1123,2020-02-07,16,14,27,0.0
1124,2020-02-08,6,12,30,
1125,2020-02-09,5,7,36,
1126,2020-02-10,1,6,11,0.0
1127,2020-02-11,3,1,12,1.0
1128,2020-02-12,1,1,5,1.0
1129,2020-02-13,1,1,3,1.0
1130,2020-02-14,2,3,8,1.0
1131,2020-02-15,4,6,10,
1132,2020-02-16,2,5,12,
1133,2020-02-17,5,4,6,0.0
1134,2020-02-18,0,4,5,0.0
1135,2020-02-19,3,2,11,1.0
1136,2020-02-20,1,5,17,0.0
1137,2020-02-21,1,7,35,0.0
1138,2020-02-22,2,6,20,
1139,2020-02-23,6,8,28,
1140,2020-02-24,5,12,37,0.0
1141,2020-02-25,3,2,13,1.0
1142,2020-02-26,4,13,9,0.0
1143,2020-02-27,2,1,14,0.0
1144,2020-02-28,4,13,19,
1145,2020-02-29,13,10,70,
1146,2020-03-01,3,7,21,
1147,2020-03-02,7,8,17,0.0
1148,2020-03-03,2,4,10,1.0
1149,2020-03-04,6,5,11,1.0
1150,2020-03-05,2,3,10,1.0
1151,2020-03-06,7,6,10,0.0
1152,2020-03-07,6,7,15,
1153,2020-03-08,9,6,36,
1154,2020-03-09,29,17,33,0.0
1155,2020-03-10,15,21,45,1.0
1156,2020-03-11,5,7,15,0.0
1157,2020-03-12,53,41,51,0.0
1158,2020-03-13,17,21,32,0.0
1159,2020-03-14,12,20,20,
1160,2020-03-15,4,12,16,
1161,2020-03-16,4,21,41,0.0
1162,2020-03-17,5,8,16,0.0
1163,2020-03-18,31,25,34,0.0
1164,2020-03-19,42,29,48,0.0
1165,2020-03-20,18,35,71,1.0
1166,2020-03-21,10,11,31,
1167,2020-03-22,10,7,21,
1168,2020-03-23,22,11,66,0.0
1169,2020-03-24,11,16,52,1.0
1170,2020-03-25,14,15,78,1.0
1171,2020-03-26,12,17,40,1.0
1172,2020-03-27,4,8,15,0.0
1173,2020-03-28,3,2,10,
1174,2020-03-29,7,9,27,
1175,2020-03-30,2,1,5,0.0
1176,2020-03-31,3,6,12,1.0
1177,2020-04-01,8,6,25,0.0
1178,2020-04-02,2,12,36,
1179,2020-04-03,8,5,49,
1180,2020-04-04,6,5,51,
1181,2020-04-05,8,9,31,
1182,2020-04-06,4,9,23,1.0
1183,2020-04-07,12,13,27,1.0
1184,2020-04-08,3,2,14,1.0
1185,2020-04-09,3,0,9,0.0
1186,2020-04-10,4,1,8,1.0
1187,2020-04-11,0,1,4,
1188,2020-04-12,2,5,16,
1189,2020-04-13,5,7,18,0.0
1190,2020-04-14,8,12,43,1.0
1191,2020-04-15,8,15,18,1.0
1192,2020-04-16,4,4,11,0.0
1193,2020-04-17,5,0,9,1.0
1194,2020-04-18,0,5,12,
1195,2020-04-19,1,0,7,
1196,2020-04-20,20,29,49,0.0
1197,2020-04-21,26,27,42,0.0
1198,2020-04-22,5,3,9,1.0
1199,2020-04-23,0,1,9,1.0
1200,2020-04-24,1,2,14,0.0
1201,2020-04-25,1,6,8,
1202,2020-04-26,2,3,8,
1203,2020-04-27,6,6,7,1.0
1204,2020-04-28,13,5,22,1.0
1205,2020-04-29,2,12,19,1.0
1206,2020-04-30,11,22,33,1.0
1207,2020-05-01,2,2,7,
1208,2020-05-02,2,7,17,
1209,2020-05-03,1,4,10,
1210,2020-05-04,3,7,10,0.0
1211,2020-05-05,0,0,7,1.0
1212,2020-05-06,3,7,6,1.0
1213,2020-05-07,2,4,5,1.0
1214,2020-05-08,4,10,18,1.0
1215,2020-05-09,6,8,10,
1216,2020-05-10,1,0,1,
1217,2020-05-11,1,7,2,1.0
1218,2020-05-12,2,14,23,0.0
1219,2020-05-13,0,3,10,1.0
1220,2020-05-14,0,1,14,0.0
1221,2020-05-15,6,3,14,1.0
1222,2020-05-17,2,3,4,
1223,2020-05-18,1,3,6,0.0
1224,2020-05-19,6,17,31,1.0
1225,2020-05-20,0,8,10,1.0
1226,2020-05-21,0,4,14,1.0
1227,2020-05-22,1,5,3,0.0
1228,2020-05-23,4,4,7,
1229,2020-05-24,1,9,12,
1230,2020-05-25,1,1,4,1.0
1231,2020-05-26,0,0,5,1.0
1232,2020-05-27,2,3,3,1.0
1233,2020-05-28,1,7,10,0.0
1234,2020-05-29,2,14,17,0.0
1235,2020-05-30,3,4,8,
1236,2020-05-31,1,1,7,
1237,2020-06-01,1,5,16,1.0
1238,2020-06-02,5,3,6,1.0
1239,2020-06-03,8,34,30,1.0
1240,2020-06-04,10,20,24,1.0
1241,2020-06-05,10,13,17,1.0
1242,2020-06-06,5,13,15,
1243,2020-06-07,3,11,8,
1244,2020-06-08,2,9,15,1.0
1245,2020-06-09,7,9,19,1.0
1246,2020-06-10,2,0,8,1.0
1247,2020-06-11,16,21,34,0.0
1248,2020-06-12,7,13,25,0.0
1249,2020-06-13,1,4,36,
1250,2020-06-14,2,2,1,
1251,2020-06-15,10,12,17,0.0
1252,2020-06-16,2,17,28,1.0
1253,2020-06-17,7,13,42,1.0
1254,2020-06-18,3,5,31,1.0
1255,2020-06-19,4,5,35,1.0
1256,2020-06-20,2,13,23,
1257,2020-06-21,2,6,10,
1258,2020-06-22,1,2,10,1.0
1259,2020-06-23,4,5,14,1.0
1260,2020-06-24,1,1,5,1.0
1261,2020-06-25,5,7,19,
1262,2020-06-26,2,4,6,
1263,2020-06-27,1,2,11,
1264,2020-06-28,2,4,9,
1265,2020-06-29,2,4,20,0.0
1266,2020-06-30,1,6,21,1.0
1267,2020-07-01,8,4,7,1.0
1268,2020-07-02,0,2,17,1.0
1269,2020-07-03,4,11,28,1.0
1270,2020-07-04,3,6,9,
1271,2020-07-05,0,4,14,
1272,2020-07-06,1,4,21,1.0
1273,2020-07-07,1,8,8,0.0
1274,2020-07-08,10,14,28,1.0
1275,2020-07-09,5,15,25,1.0
1276,2020-07-10,10,7,39,0.0
1277,2020-07-11,3,5,13,
1278,2020-07-12,4,2,24,
1279,2020-07-13,12,10,35,1.0
1280,2020-07-14,14,13,26,0.0
1281,2020-07-15,2,14,31,0.0
1282,2020-07-16,6,7,22,0.0
1283,2020-07-17,1,3,15,1.0
1284,2020-07-18,3,1,13,
1285,2020-07-19,0,7,16,
1286,2020-07-20,1,4,10,0.0
1287,2020-07-21,4,5,21,1.0
1288,2020-07-22,1,6,8,1.0
1289,2020-07-23,3,7,5,0.0
1290,2020-07-24,10,11,12,0.0
1291,2020-07-25,2,8,14,
1292,2020-07-26,2,1,28,
1293,2020-07-27,5,7,18,1.0
1294,2020-07-28,1,4,3,0.0
1295,2020-07-29,1,0,13,0.0
1296,2020-07-30,4,4,5,1.0
1297,2020-07-31,0,0,15,0.0
1298,2020-08-02,0,1,7,
1299,2020-08-03,11,9,16,0.0
1300,2020-08-04,1,9,6,1.0
1301,2020-08-05,0,6,4,1.0
1302,2020-08-06,2,2,11,1.0
1303,2020-08-07,2,3,14,0.0
1304,2020-08-08,2,0,14,
1305,2020-08-09,4,10,39,
1306,2020-08-10,1,5,6,1.0
1307,2020-08-11,4,6,11,0.0
1308,2020-08-12,3,7,48,0.0
1309,2020-08-13,8,8,44,1.0
1310,2020-08-14,9,7,24,1.0
1311,2020-08-15,6,23,46,
1312,2020-08-16,2,6,31,
1313,2020-08-17,6,7,18,1.0
1314,2020-08-18,1,10,14,0.0
1315,2020-08-19,2,2,10,0.0
1316,2020-08-20,11,18,23,0.0
1317,2020-08-21,7,12,39,1.0
1318,2020-08-22,1,6,15,
1319,2020-08-23,2,4,6,
1320,2020-08-24,4,3,25,1.0
1321,2020-08-25,2,5,15,1.0
1322,2020-08-26,5,4,10,1.0
1323,2020-08-27,10,14,9,0.0
1324,2020-08-28,7,7,16,0.0
1325,2020-08-29,2,1,4,
1326,2020-08-30,4,5,21,
1327,2020-08-31,3,2,13,0.0
1328,2020-09-01,2,1,3,1.0
1329,2020-09-02,0,3,29,0.0
1330,2020-09-03,0,1,8,1.0
1331,2020-09-04,1,0,3,0.0
1332,2020-09-05,0,3,17,
1333,2020-09-06,2,0,3,
1334,2020-09-07,6,8,24,0.0
1335,2020-09-08,3,3,23,1.0
1336,2020-09-09,3,6,32,0.0
1337,2020-09-10,2,1,10,1.0
1338,2020-09-11,1,6,7,0.0
1339,2020-09-12,0,0,3,
1340,2020-09-13,0,0,1,
1341,2020-09-14,2,1,6,1.0
1342,2020-09-15,2,3,21,1.0
1343,2020-09-16,5,4,13,1.0
1344,2020-09-17,3,8,16,0.0
1345,2020-09-18,2,5,13,1.0
1346,2020-09-19,3,5,35,
1347,2020-09-20,1,4,26,
1348,2020-09-21,11,11,61,0.0
1349,2020-09-22,6,11,58,0.0
1350,2020-09-23,11,17,19,0.0
1351,2020-09-24,3,3,8,0.0
1352,2020-09-25,3,10,19,0.0
1353,2020-09-26,8,6,12,
1354,2020-09-27,5,11,15,
1355,2020-09-28,7,9,10,1.0
1356,2020-09-29,2,5,10,1.0
1357,2020-09-30,2,6,10,1.0
1358,2020-10-01,1,6,1,
1359,2020-10-02,1,0,5,
1360,2020-10-03,0,1,6,
1361,2020-10-04,0,1,11,
1362,2020-10-05,3,11,34,1.0
1363,2020-10-06,5,8,13,1.0
1364,2020-10-07,1,0,5,1.0
1365,2020-10-08,2,3,7,1.0
1366,2020-10-09,1,6,12,
1367,2020-10-10,0,0,2,
1368,2020-10-11,7,12,40,
1369,2020-10-12,1,7,20,1.0
1370,2020-10-13,1,8,12,0.0
1371,2020-10-14,1,10,16,0.0
1372,2020-10-15,1,7,31,0.0
1373,2020-10-16,0,7,13,0.0
1374,2020-10-17,1,1,9,
1375,2020-10-18,0,0,3,
1376,2020-10-19,1,4,6,1.0
1377,2020-10-20,2,4,2,0.0
1378,2020-10-21,1,9,15,1.0
1379,2020-10-22,6,8,15,1.0
1380,2020-10-23,5,3,15,0.0
1381,2020-10-24,3,9,14,
1382,2020-10-25,1,2,11,
1383,2020-10-26,1,9,22,1.0
1384,2020-10-27,2,4,39,0.0
1385,2020-10-28,5,4,9,0.0
1386,2020-10-29,4,8,12,0.0
1387,2020-10-30,0,4,17,0.0
1388,2020-10-31,0,0,11,
1389,2020-11-01,0,0,2,
1390,2020-11-02,7,1,7,1.0
1391,2020-11-03,5,14,32,1.0
1392,2020-11-04,2,11,6,1.0
1393,2020-11-05,7,11,31,1.0
1394,2020-11-06,1,13,11,1.0
1395,2020-11-07,0,1,7,
1396,2020-11-08,0,1,2,
1397,2020-11-09,1,4,12,1.0
1398,2020-11-10,3,4,10,0.0
1399,2020-11-11,2,2,8,1.0
1400,2020-11-12,5,7,27,0.0
1401,2020-11-13,3,1,8,1.0
1402,2020-11-14,1,3,17,
1403,2020-11-15,2,6,27,
1404,2020-11-16,3,2,38,1.0
1405,2020-11-17,3,13,21,1.0
1406,2020-11-18,2,11,16,1.0
1407,2020-11-19,6,8,34,0.0
1408,2020-11-20,8,18,50,0.0
1409,2020-11-21,3,12,37,
1410,2020-11-22,1,10,47,
1411,2020-11-23,5,17,33,1.0
1412,2020-11-24,0,8,20,0.0
1413,2020-11-25,10,15,30,0.0
1414,2020-11-26,1,9,22,1.0
1415,2020-11-27,10,16,32,1.0
1416,2020-11-28,5,5,37,
1417,2020-11-29,6,16,16,
1418,2020-11-30,3,9,20,0.0
1419,2020-12-01,3,17,22,1.0
1420,2020-12-02,1,8,17,1.0
1421,2020-12-03,3,6,15,0.0
1422,2020-12-04,4,12,11,1.0
1423,2020-12-05,2,6,6,
1424,2020-12-06,2,11,22,
1425,2020-12-07,1,10,12,1.0
1426,2020-12-08,7,21,20,1.0
1427,2020-12-09,4,7,16,1.0
1428,2020-12-10,10,13,25,0.0
1429,2020-12-11,2,6,27,1.0
1430,2020-12-12,1,9,4,
1431,2020-12-13,1,4,12,
1432,2020-12-14,1,3,12,0.0
1433,2020-12-15,2,7,32,0.0
1434,2020-12-16,4,14,33,1.0
1435,2020-12-17,2,5,5,0.0
1436,2020-12-18,1,10,14,0.0
1437,2020-12-19,1,6,5,
1438,2020-12-20,2,4,11,
1439,2020-12-21,0,3,17,1.0
1440,2020-12-22,2,2,5,0.0
1441,2020-12-23,1,8,25,1.0
1442,2020-12-24,0,3,12,1.0
1443,2020-12-25,2,4,7,1.0
1444,2020-12-26,5,9,16,
1445,2020-12-27,11,14,33,
1446,2020-12-28,3,13,44,1.0
1447,2020-12-29,6,8,43,0.0
1448,2020-12-30,10,17,54,1.0
1449,2020-12-31,2,9,23,1.0
1450,2021-01-01,0,1,7,
1451,2021-01-02,3,6,8,
1452,2021-01-03,1,5,29,
1453,2021-01-04,1,12,20,1.0
1454,2021-01-05,7,15,19,1.0
1455,2021-01-06,3,5,6,0.0
1456,2021-01-07,0,6,6,1.0
1457,2021-01-08,5,27,26,1.0
1458,2021-01-09,1,0,1,
1459,2021-01-10,0,1,1,
1460,2021-01-11,0,15,23,1.0
1461,2021-01-12,1,3,23,0.0
1462,2021-01-13,3,6,33,1.0
1463,2021-01-14,2,11,10,0.0
1464,2021-01-15,9,12,9,0.0
1465,2021-01-16,2,1,8,
1466,2021-01-17,14,14,16,
1467,2021-01-18,1,8,11,0.0
1468,2021-01-19,14,31,29,1.0
1469,2021-01-20,12,20,25,0.0
1470,2021-01-21,6,17,35,1.0
1471,2021-01-22,8,16,32,0.0
1472,2021-01-23,4,19,38,
1473,2021-01-24,2,0,6,
1474,2021-01-25,1,3,9,0.0
1475,2021-01-26,1,0,5,0.0
1476,2021-01-27,3,4,6,1.0
1477,2021-01-28,2,5,9,0.0
1478,2021-01-29,3,9,16,0.0
1479,2021-01-30,1,3,3,
1480,2021-01-31,1,1,5,
1481,2021-02-01,0,6,7,1.0
1482,2021-02-02,3,5,14,1.0
1483,2021-02-03,1,5,16,1.0
1484,2021-02-04,1,3,14,0.0
1485,2021-02-05,0,4,9,1.0
1486,2021-02-06,3,3,4,
1487,2021-02-08,2,5,14,
1488,2021-02-09,4,5,12,
1489,2021-02-10,2,2,2,
1490,2021-02-11,0,0,1,
1491,2021-02-12,0,1,1,
1492,2021-02-13,0,0,1,
1493,2021-02-14,0,1,11,
1494,2021-02-15,1,2,8,
1495,2021-02-16,0,1,0,
1496,2021-02-17,2,4,13,1.0
1497,2021-02-18,3,7,15,1.0
1498,2021-02-19,2,8,13,0.0
1499,2021-02-20,1,4,2,
1500,2021-02-21,0,6,15,
1501,2021-02-22,4,7,34,1.0
1502,2021-02-23,0,0,9,1.0
1503,2021-02-24,1,1,10,0.0
1504,2021-02-25,8,7,32,1.0
1505,2021-02-26,0,3,3,0.0
1506,2021-02-27,0,0,6,
1507,2021-02-28,0,0,8,
1508,2021-03-01,0,1,7,
1509,2021-03-02,5,6,11,0.0
1510,2021-03-03,1,1,1,1.0
1511,2021-03-04,0,2,0,0.0
1512,2021-03-05,0,1,3,0.0
1513,2021-03-06,3,4,9,
1514,2021-03-07,0,9,8,
1515,2021-03-08,1,7,10,0.0
1516,2021-03-09,5,6,16,1.0
1517,2021-03-10,4,2,11,1.0
1518,2021-03-11,9,8,15,1.0
1519,2021-03-12,1,4,3,1.0
1520,2021-03-13,2,2,15,
1521,2021-03-14,3,7,12,
